id,codigo,codigo_alterno,marca,aplicacion,linea,familia,aux1,aux2,aux3,stock,precio,precio_iva,precio_22,precio_24,precio_almacen,ganancia1,precio_taller,ganancia2,date_created,date_updated
638,GM - 12,,Valeo,Chevrolet Corsa Evolution 1.4,Discos,Embragues,"190mm, 14d",,,0,28.78,32.23,22.45,25.14,32.88,7.89,34.81,10.44,5/1/23,
639,GMC - 06,,Valeo,Chevrolet Corsa Evolution 1.400,Plato,Embragues,190mm,,,0,42.73,47.86,33.33,37.33,48.81,11.72,51.69,15.51,5/1/23,
640,GMK - 053B,,Valeo,Chevrolet Corsa Wind Chevrolet y 1.6 00-03,Kit ,Embragues,"200mm, 14d",,,0,94.4,105.73,73.63,82.47,107.84,25.88,114.19,34.26,5/1/23,
641,GMK - 055B,,Valeo,Chevrolet Corsa Wind Chevrolet y 1.6 00-03,Kit ,Embragues,,,,0,84.8085,94.99,66.15,74.09,96.89,23.25,102.58,30.78,5/1/23,
642,DWC - 16,,Valeo,"Chevrolet Daewoo  Aveo Chevrolet itaxi ,Nubira, Monza",Plato,Embragues,,,,0,26.3445,29.51,20.55,23.01,30.10,7.22,31.87,9.56,5/1/23,
643,DWC - 17,,Valeo,"Chevrolet Daewoo  Aveo Chevrolet itaxi ,Nubira, Monza",Plato,Embragues,215mm,,,0,30.11,33.72,23.49,26.30,34.40,8.26,36.42,10.93,5/1/23,
644,KIS - 10B,,Valeo,Chevrolet Isuzu  Luv 2.3 / Tropper 2.3,Kit ,Embragues,"215mm, 24d",,,0,77.71,87.04,60.61,67.89,88.78,21.31,94.00,28.20,5/1/23,
645,IS - 09,,Valeo,"Chevrolet Isuzu 1600 ,1800 , Trooper 2000",Discos,Embragues,,,,0,21.16,23.70,16.50,18.49,24.17,5.80,25.60,7.68,5/1/23,
646,IS - 20,,Valeo,"Chevrolet Isuzu 4BD1 ; 4BD1T / Nissan Patrol 11"" Foton CS2",Discos,Embragues,,,,0,46.3575,51.92,36.16,40.50,52.96,12.71,56.07,16.82,5/1/23,
647,ISC - 12,,Valeo,"Chevrolet Isuzu 4BD1 Nissan Patrol 11"" Foton CS2",Plato,Embragues,275mm,,,0,69.53,77.87,54.23,60.74,79.43,19.06,84.10,25.23,5/1/23,
648,ISC - 21,,Valeo,"Chevrolet Isuzu 4BD1-T  12""",Plato,Embragues,300mm,,,0,133.644,149.68,104.24,116.75,152.67,36.64,161.66,48.50,5/1/23,
649,ISC - 24,,Valeo,"Chevrolet Isuzu 4BD1-T  12"" 00/",Plato,Embragues,,,,0,164,183.68,127.92,143.27,187.35,44.96,198.37,59.51,5/1/23,
650,IS - 10,,Valeo,Chevrolet Isuzu Chevrolet Trooper  Luv 2.0 - 2.3,Discos,Embragues,"215mm, 24d",,,0,26.8,30.02,20.90,23.41,30.62,7.35,32.42,9.73,5/1/23,
651,ISC - 39,,Valeo,"Chevrolet Isuzu D-max 2,4",Plato,Embragues,240mm,,,0,82.23,92.10,64.14,71.84,93.94,22.55,99.47,29.84,5/1/23,
652,IS - 28,,Valeo,Chevrolet Isuzu D-max 2.5,Discos,Embragues,,,,0,38.41,43.02,29.96,33.55,43.88,10.53,46.46,13.94,5/1/23,
653,ISK - 089B,,Valeo,Chevrolet Isuzu D-max 2.5 Diesel 4ZC1T,Kit ,Embragues,"225mm, 24d",,,0,114.98,128.78,89.68,100.45,131.35,31.52,139.08,41.72,5/1/23,
654,ISC - 28,,Valeo,Chevrolet Isuzu D-max 3.0 Diesel /Chevrolet Isuzu NHR,Plato,Embragues,250mm,,,0,70.06,78.47,54.65,61.20,80.04,19.21,84.74,25.42,5/1/23,
655,ISK - 092B,,Valeo,Chevrolet Isuzu D-max 4X4 2.4 01-13,Kit ,Embragues,"240mm, 24d",,,0,146.56,164.15,114.32,128.03,167.43,40.18,177.28,53.18,5/1/23,
656,ISK - 090B,,Valeo,Chevrolet Isuzu D-max Hi Power 4X2 3.0 09-20,Kit ,Embragues,"252mm, 24d",,,0,160.25,179.48,125.00,139.99,183.07,43.94,193.84,58.15,5/1/23,
657,ISK - 093B,,Valeo,Chevrolet Isuzu D-max Hi Power 4X2 3.0 09-20,Kit ,Embragues,"250mm, 24d",,,0,133.57,149.60,104.18,116.69,152.59,36.62,161.57,48.47,5/1/23,
658,IS - 04,,Valeo,"Chevrolet Isuzu FTR  14""",Discos,Embragues,,,,0,100.55661,112.62,78.43,87.85,114.88,27.57,121.63,36.49,5/1/23,
659,ISC - 17,,Valeo,Chevrolet Isuzu Gemini/4XC1/4XE1/JT151,Plato,Embragues,200mm,,,0,29.043,32.53,22.65,25.37,33.18,7.96,35.13,10.54,5/1/23,
660,ISC - 07,,Valeo,"Chevrolet Isuzu Luv 1,6/1,8",Plato,Embragues,,,,0,40.23,45.06,31.38,35.14,45.96,11.03,48.66,14.60,5/1/23,
661,IS - 07,,Valeo,"Chevrolet Isuzu Luv 1.6 / 1.8 , Nissan-Datsun  1.5",Discos,Embragues,"200mm, 24d",,,0,19.95,22.34,15.56,17.43,22.79,5.47,24.13,7.24,5/1/23,
662,KIS - 09B,,Valeo,Chevrolet Isuzu Luv 1.6 1.8,Kit ,Embragues,"200mm, 24d",,,0,72.17,80.83,56.29,63.05,82.45,19.79,87.30,26.19,5/1/23,
663,ISC - 01,,Valeo,"Chevrolet Isuzu Luv 2,0/2,3 , Trooper",Plato,Embragues,215mm,,,0,33.28,37.27,25.96,29.07,38.02,9.12,40.26,12.08,5/1/23,
664,MTC - 45,,Valeo,"Chevrolet Isuzu Luv 2,2",Plato,Embragues,215mm,,,0,42.86,48.00,33.43,37.44,48.96,11.75,51.84,15.55,5/1/23,
665,ISC - 10,,Valeo,"Chevrolet Isuzu Luv 2,5 Diesel / Dmax 2,5 Diesel",Plato,Embragues,,,,0,59.745,66.91,46.60,52.19,68.25,16.38,72.27,21.68,5/1/23,
666,ISC - 16,,Valeo,"Chevrolet Isuzu Luv 2,8 Diesel",Plato,Embragues,,,,0,51.387,57.55,40.08,44.89,58.70,14.09,62.16,18.65,5/1/23,
667,IS - 51,,Valeo,"Chevrolet Isuzu Luv 2.4-2.8, Rodeo 2.6 (Ref) Diesel",Discos,Embragues,"240mm, 24d",,,0,50.9,57.01,39.70,44.47,58.15,13.96,61.57,18.47,5/1/23,
668,NS - 03,,Valeo,Chevrolet Isuzu Luv 2.5 Diesel - Nissan 1.8,Discos,Embragues,"225mm, 24d",,,0,34.62,38.77,27.00,30.24,39.55,9.49,41.88,12.56,5/1/23,
669,ISK - 096B,,Valeo,Chevrolet Isuzu Luv 4x2 2.2,Kit ,Embragues,"215mm, 24d",,,0,90.2,101.02,70.36,78.80,103.04,24.73,109.11,32.73,5/1/23,
670,IS - 27,,Valeo,"Chevrolet Isuzu Luv D-max 2.4 , Rodeo 2.6",Discos,Embragues,"240mm, 24d",,,0,33.04,37.00,25.77,28.86,37.74,9.06,39.97,11.99,5/1/23,
671,NS - 11,,Valeo,"Chevrolet Isuzu Luv D-max 2.4 , Rodeo 2.6",Discos,Embragues,"240mm, 24d",,,0,45.8325,51.33,35.75,40.04,52.36,12.57,55.44,16.63,5/1/23,
672,IS - 39,,Valeo,Chevrolet Isuzu Luv D-max 3.0 Diesel (Reforz.),Discos,Embragues,,,,0,53.93,60.40,42.07,47.11,61.61,14.79,65.23,19.57,5/1/23,
673,KIS - 11,,Valeo,Chevrolet Isuzu NHR -Antiguo- 98-05,Set ,Embragues,"240mm, 24d",,,0,63.7875,71.44,49.75,55.72,72.87,17.49,77.16,23.15,5/1/23,
674,ISC - 33,,Valeo,"Chevrolet Isuzu NHR69 , 4JG2",Plato,Embragues,,,,0,84.945,95.14,66.26,74.21,97.04,23.29,102.75,30.82,5/1/23,
675,ISK - 097B,,Valeo,Chevrolet Isuzu NKR NHR 4HF1-4HG1-4JH1 Camion,Kit ,Embragues,,,,0,148.008,165.77,115.45,129.30,169.08,40.58,179.03,53.71,5/1/23,
676,KIS - 33B,,Valeo,Chevrolet Isuzu NPR,Kit ,Embragues,"300mm, 21d",,,0,110.67,123.95,86.32,96.68,126.43,30.34,133.87,40.16,5/1/23,
677,IS - 36,,Valeo,Chevrolet Isuzu NPR,Discos,Embragues,"300mm, 21d",,,0,102.165,114.42,79.69,89.25,116.71,28.01,123.58,37.07,5/1/23,
678,IS- 34,,Valeo,Chevrolet Isuzu Rodeo,Discos,Embragues,,,,0,21.399,23.97,16.69,18.69,24.45,5.87,25.88,7.77,5/1/23,
679,ISC - 08,,Valeo,Chevrolet Isuzu Rodeo 2.6,Plato,Embragues,,,,0,36.46,40.84,28.44,31.85,41.65,10.00,44.10,13.23,5/1/23,
680,IS - 32,,Valeo,Chevrolet Isuzu Rodeo Americana,Discos,Embragues,,,,0,50.46,56.52,39.36,44.08,57.65,13.83,61.04,18.31,5/1/23,
681,IS - 12,,Valeo,Chevrolet Isuzu Rodeo V6,Discos,Embragues,,,,0,42.48,47.58,33.13,37.11,48.53,11.65,51.38,15.42,5/1/23,
682,SZC - 09,,Valeo,Chevrolet Jimmy Samurai,Plato,Embragues,190mm,,,0,32.6235,36.54,25.45,28.50,37.27,8.94,39.46,11.84,5/1/23,
683,GM - 95,,Valeo,Chevrolet N300 N200 190 mm,Discos,Embragues,"187mm, 18d",,,0,29.89,33.48,23.31,26.11,34.15,8.20,36.15,10.85,5/1/23,
684,GMK - 067B,,Valeo,Chevrolet N300 N200 190 mm,Kit ,Embragues,"188mm, 18d",,,0,85.26,95.49,66.50,74.48,97.40,23.38,103.13,30.94,5/1/23,
685,DWC - 23,,Valeo,"Chevrolet Optra , Aveo 1,4 Emotion / Activo",Plato,Embragues,215mm,,,0,30.366,34.01,23.69,26.53,34.69,8.33,36.73,11.02,5/1/23,
686,DW - 37,,Valeo,"Chevrolet Optra , Aveo 1,4, SAIL 1.5",Discos,Embragues,"215mm, 24d",,,0,38.95,43.62,30.38,34.03,44.50,10.68,47.11,14.13,5/1/23,
687,GMK - 064P,,Valeo,Chevrolet rolet Corsa 1.8 Evolution,Set ,Embragues,"200mm, 14d",,,0,87.09,97.54,67.93,76.08,99.49,23.88,105.34,31.60,5/1/23,
688,SZ - 31,,Valeo,Chevrolet rolet Grand Vitara sz 2.0L-2.4L,Discos,Embragues,"225mm, 21d",,,0,68.57,76.80,53.48,59.90,78.33,18.80,82.94,24.88,5/1/23,
689,SZK - 054B,,Valeo,Chevrolet rolet Grand Vitara sz 2.0L-2.4L,Kit ,Embragues,"225mm, 21d",,,0,167.52,187.62,130.67,146.35,191.37,45.93,202.63,60.79,5/1/23,
690,SZC - 31,,Valeo,Chevrolet rolet Grand Vitara Sz 2.0L-2.4L,Plato,Embragues,225mm,,,0,63.14,70.72,49.25,55.16,72.13,17.31,76.37,22.91,5/1/23,
691,SZC - 35,,Valeo,Chevrolet rolet Grand Vitara SZ 2.4L-2.0L,Plato,Embragues,,,,0,74.24,83.15,57.91,64.86,84.81,20.35,89.80,26.94,5/1/23,
692,SZK - 056B,,Valeo,Chevrolet rolet Grand Vitara SZ 2.4L-2.0L (Reforzado),Kit ,Embragues,"225mm, 21d",,,0,167.18,187.24,130.40,146.05,190.99,45.84,202.22,60.67,5/1/23,
693,SZK - 059B,,Valeo,Chevrolet rolet S-cross SX4 1.6L,Kit ,Embragues,"200m, 20d",,,0,144.69,162.05,112.86,126.40,165.29,39.67,175.02,52.51,5/1/23,
694,SZK - 050B,,Valeo,Chevrolet rolet Suzuki Swift 1.2 13<,Kit ,Embragues,,,,0,68.5755,76.80,53.49,59.91,78.34,18.80,82.95,24.88,5/1/23,
695,DWK - 090B,,Valeo,Chevrolet rolet Tracker 1.8L (Act-Plu),Kit ,Embragues,"225mm, 24d",,,0,138.63,155.27,108.13,121.11,158.37,38.01,167.69,50.31,5/1/23,
696,GMK - 063B,,Valeo,"Chevrolet Sail 1,4",Kit ,Embragues,"200mm, 18d",,,0,83.11,93.08,64.83,72.60,94.94,22.79,100.53,30.16,5/1/23,
697,DWK - 091B,,Valeo,"Chevrolet Sail 1,5 2017 >",Kit ,Embragues,"217mm, 24d",,,0,88.76,99.41,69.23,77.54,101.40,24.34,107.36,32.21,5/1/23,
698,GM - 83,,Valeo,Chevrolet Sail 1.4,Discos,Embragues,"200mm, 18d",,,0,37.4,41.89,29.17,32.67,42.73,10.25,45.24,13.57,5/1/23,
699,DWC - 73,,Valeo,Chevrolet Sail 1.5,Plato,Embragues,,,,0,48.53,54.35,37.85,42.40,55.44,13.31,58.70,17.61,5/1/23,
700,DW - 41,,Valeo,Chevrolet Sail 1.5L 16<,Discos,Embragues,"215mm, 24d",,,0,32.9,36.85,25.66,28.74,37.58,9.02,39.80,11.94,5/1/23,
701,AM - 49,,Valeo,Chevrolet San Remo,Discos,Embragues,"200mm, 14d",,,0,30.41,34.06,23.72,26.57,34.74,8.34,36.78,11.04,5/1/23,
702,GMC - 03,,Valeo,Chevrolet San Remo,Plato,Embragues,200mm,,,0,42.23,47.30,32.94,36.89,48.24,11.58,51.08,15.32,5/1/23,
703,DWK - 037B,,Valeo,Chevrolet Spark- Chispa 1.0/1.2,Kit ,Embragues,"184mm, 18d",,,0,65.76,73.65,51.29,57.45,75.12,18.03,79.54,23.86,5/1/23,
704,DW - 68,,Valeo,Chevrolet Spark GT,Discos,Embragues,"190mm, 18d",,,0,34.03,38.11,26.54,29.73,38.88,9.33,41.16,12.35,5/1/23,
705,DWC - 64,,Valeo,Chevrolet Spark GT,Plato,Embragues,190mm,,,0,46.52,52.10,36.29,40.64,53.14,12.75,56.27,16.88,5/1/23,
706,DWK - 038B,,Valeo,Chevrolet Tracker 1.8 (Act-ca),Kit ,Embragues,"225mm, 24d",,,0,169.25,189.56,132.02,147.86,193.35,46.40,204.72,61.42,5/1/23,
707,PGD - 13,,Valeo,Citroen C-Elysee 1.6L,Discos,Embragues,,,,0,54.32,60.84,42.37,47.45,62.06,14.89,65.71,19.71,5/1/23,
708,PGK - 003B,,Valeo,Citroen C-Elysee 1.6L,Kit ,Embragues,,,,0,108.1,121.07,84.32,94.44,123.49,29.64,130.76,39.23,5/1/23,
709,PGC - 13,,Valeo,Citroen C-Elysee 1.6L,Plato,Embragues,,,,0,55.36,62.00,43.18,48.36,63.24,15.18,66.96,20.09,5/1/23,
710,PGK - 013B,,Valeo,Citroen C-Elysee 1.6L (Diesel),Kit ,Embragues,,,,0,124.21,139.12,96.88,108.51,141.90,34.06,150.24,45.07,5/1/23,
711,DWC - 05,,Valeo,"Daewoo Cielo, Racer, Lanos",Plato,Embragues,200mm,,,0,27.24,30.51,21.25,23.80,31.12,7.47,32.95,9.88,5/1/23,
712,DW - 19,,Valeo,Daewoo Damas,Discos,Embragues,"180mm, 18d",,,0,20.69,23.17,16.14,18.07,23.64,5.67,25.03,7.51,5/1/23,
713,KDW - 19B,,Valeo,Daewoo Damas,Kit ,Embragues,"180mm, 18d",,,0,58.88,65.95,45.93,51.44,67.26,16.14,71.22,21.37,5/1/23,
714,DWC - 15,,Valeo,Daewoo Damas,Plato,Embragues,180mm,,,0,22.9,25.65,17.86,20.01,26.16,6.28,27.70,8.31,5/1/23,
715,KDW - 18B,,Valeo,Daewoo Matiz / Spark 800/ Tico/ Forza II-I,Kit ,Embragues,"170mm, 18d",,,0,54.74,61.31,42.70,47.82,62.53,15.01,66.21,19.86,5/1/23,
716,DW - 38,,Valeo,"Daewoo Matiz, Tico",Discos,Embragues,,,,0,20.307,22.74,15.84,17.74,23.20,5.57,24.56,7.37,5/1/23,
717,AS - 01,,Valeo,"Daewoo Matiz, Tico , Forsa II , Towner",Discos,Embragues,"170mm, 18d",,,0,21.75,24.36,16.97,19.00,24.85,5.96,26.31,7.89,5/1/23,
718,DWC - 14,,Valeo,"Daewoo Matiz, Tico/ Forza II",Plato,Embragues,170mm,,,0,22.87,25.61,17.84,19.98,26.13,6.27,27.66,8.30,5/1/23,
719,DW - 18,,Valeo,"Daewoo Matiz, Tico/ Suzuki Forsa II",Discos,Embragues,"170mm, 18d",,,0,23.35,26.15,18.21,20.40,26.68,6.40,28.24,8.47,5/1/23,
720,KDW - 07B,,Valeo,Daewoo Racer / Cielo / Lanos,Kit ,Embragues,"200mm, 24d",,,0,66.97,75.01,52.24,58.50,76.51,18.36,81.01,24.30,5/1/23,
721,DW - 07,,Valeo,"Daewoo Racer, Cielo, Lanos",Discos,Embragues,"200mm, 20d",,,0,28.48,31.90,22.21,24.88,32.54,7.81,34.45,10.33,5/1/23,
722,DWK - 020B,,Valeo,Daewoo Tacuma / Vivant,Kit ,Embragues,"225mm, 24d",,,0,91.47,102.45,71.35,79.91,104.50,25.08,110.64,33.19,5/1/23,
723,DW - 44,,Valeo,"Daewoo, Chevrolet Spark",Discos,Embragues,"184mm, 18d",,,0,31.21,34.96,24.34,27.27,35.65,8.56,37.75,11.33,5/1/23,
724,DWC - 42,,Valeo,Daewoo/Chevrolet Spark,Plato,Embragues,184mm,,,0,32.85,36.79,25.62,28.70,37.53,9.01,39.74,11.92,5/1/23,
725,TYC - 07,,Valeo,"Daihatsu , Mitsubishi 4D30 10 1/2""",Plato,Embragues,,,,0,62.5065,70.01,48.76,54.61,71.41,17.14,75.61,22.68,5/1/23,
726,TYK - 030B,,Valeo,"Daihatsu 3B,13B/ Mitsubishi Canter 4D31",Kit ,Embragues,,,,0,120.95,135.46,94.34,105.66,138.17,33.16,146.30,43.89,5/1/23,
727,DH - 32,,Valeo,"Daihatsu Aplause , Charade 1300-1500",Discos,Embragues,"190mm, 20d",,,0,28.33,31.73,22.10,24.75,32.36,7.77,34.27,10.28,5/1/23,
728,DHK - 015B,,Valeo,Daihatsu Terios / K3 / HE / HD,Kit ,Embragues,"190mm, 20d",,,0,82.74,92.67,64.54,72.28,94.52,22.69,100.08,30.02,5/1/23,
729,KD - 07,,Valeo,Ford Trader,Discos,Embragues,"260mm, 12d",,,0,58.4115,65.42,45.56,51.03,66.73,16.02,70.65,21.20,5/1/23,
730,GL - 01,,Valeo,Geely 479QA,Discos,Embragues,"190mm, 20d",,,0,29.45,32.98,22.97,25.73,33.64,8.07,35.62,10.69,5/1/23,
731,GLC - 01,,Valeo,Geely 479QA,Plato,Embragues,190mm,,,0,44.27,49.58,34.53,38.67,50.57,12.14,53.55,16.06,5/1/23,
732,CN - 16,,Valeo,Great Wall H6 1.5,Discos,Embragues,"235mm, 24d",,,0,73.91,82.78,57.65,64.57,84.43,20.26,89.40,26.82,5/1/23,
733,CNC - 16,,Valeo,Great Wall H6 1.5,Plato,Embragues,235mm,,,0,73.27,82.06,57.15,64.01,83.70,20.09,88.63,26.59,5/1/23,
734,CNFW - 16,,Valeo,Great Wall H6 1.5,Volante,Embragues,,,,0,397.37,445.05,309.95,347.14,453.96,108.95,480.66,144.20,5/1/23,
735,GWD - 01,,Valeo,Great Wall King Long 2.8/2.5 250mm/WINGLE,Discos,Embragues,"250mm, 24d",,,0,46.5675,52.16,36.32,40.68,53.20,12.77,56.33,16.90,5/1/23,
736,GWK - 01B,,Valeo,Great Wall King Long 2.8/2.5 250mm/WINGLE,Kit ,Embragues,"250mm, 24d",,,0,136.44,152.81,106.42,119.19,155.87,37.41,165.04,49.51,5/1/23,
737,GWC - 01,,Valeo,Great Wall King Long 2.8/2.5 250mm/WINGLE,Plato,Embragues,,,,0,57.855,64.80,45.13,50.54,66.09,15.86,69.98,20.99,5/1/23,
738,HN - 21,,Valeo,"Hino 14""",Discos,Embragues,"350mm, 10d",,,0,82.68,92.60,64.49,72.23,94.45,22.67,100.01,30.00,5/1/23,
739,HNC - 05,,Valeo,"Hino 14""",Plato,Embragues,,,,0,112.875,126.42,88.04,98.61,128.95,30.95,136.53,40.96,5/1/23,
740,MTC - 40,,Valeo,"Hino 15""",Plato,Embragues,,,,0,223.587,250.42,174.40,195.33,255.43,61.30,270.45,81.14,5/1/23,
741,HNC - 12,,Valeo,Hino Dutro,Plato,Embragues,325mm,,,0,188.1,210.67,146.72,164.32,214.89,51.57,227.53,68.26,5/1/23,
742,HN - 28,,Valeo,Hino Dutro (325),Discos,Embragues,"325mm, 15d",,,0,90.96,101.88,70.95,79.46,103.91,24.94,110.03,33.01,5/1/23,
743,ISC - 13,,Valeo,"Hino Eh-700 ; H07C   13""/ Isuzu SBR/",Plato,Embragues,,,,0,178.3,199.70,139.07,155.76,203.69,48.89,215.67,64.70,5/1/23,
744,MTC - 28,,Valeo,"Hino Eh-700 ; H07C  13""",Plato,Embragues,,,,0,121.548,136.13,94.81,106.18,138.86,33.33,147.02,44.11,5/1/23,
745,KD - 17,,Valeo,"Hino EH-700, H07C   13"" /Isuzu SBR 13""",Discos,Embragues,"325mm, 10d",,,0,74.69,83.65,58.26,65.25,85.33,20.48,90.35,27.10,5/1/23,
746,HDC - 13,,Valeo,Hino FF1J / GD / GH / FG / AK/ (HNC-517),Plato,Embragues,,,,0,228.57,256.00,178.28,199.68,261.12,62.67,276.48,82.94,5/1/23,
747,HN - 27,,Valeo,"Hino GD 15""/ Isuzu 6BG1FTR 15 (Motor Post)",Discos,Embragues,"380mm, 10d",,,0,110.44,123.69,86.14,96.48,126.17,30.28,133.59,40.08,5/1/23,
748,HN - 12,,Valeo,"Hino KY 17""",Discos,Embragues,,,,0,114.114,127.81,89.01,99.69,130.36,31.29,138.03,41.41,5/1/23,
749,HDC - 50,,Valeo,"Hino KY 17""",Plato,Embragues,,,,0,203.868,228.33,159.02,178.10,232.90,55.90,246.60,73.98,5/1/23,
750,MTC - 39,,Valeo,"Hino Super H06C-7, H07C-T, FF17",Plato,Embragues,356mm,,,0,222.663,249.38,173.68,194.52,254.37,61.05,269.33,80.80,5/1/23,
751,IS - 30,,Valeo,"Hino WO6D, HO7C   12""",Discos,Embragues,,,,0,44.688,50.05,34.86,39.04,51.05,12.25,54.05,16.22,5/1/23,
752,HA - 04,,Valeo,Honda Civic 1500 crx 1600 87/96,Discos,Embragues,"190mm, 21d",,,0,20.1285,22.54,15.70,17.58,22.99,5.52,24.35,7.30,5/1/23,
753,HDK - 019B,,Valeo,Honda CRV 2000cc,Kit ,Embragues,,,,0,64.24,71.95,50.11,56.12,73.39,17.61,77.70,23.31,5/1/23,
754,HAC - 11,,Valeo,Honda CRV 2000cc,Plato,Embragues,,,,0,40.4985,45.36,31.59,35.38,46.27,11.10,48.99,14.70,5/1/23,
755,HAK - 019B,,Valeo,Honda CR-V 97-06 B16A/B20B,Kit ,Embragues,"220mm, 24d",,,0,165.74,185.63,129.28,144.79,189.34,45.44,200.48,60.14,5/1/23,
756,HDC - 25,,Valeo,Hyundai 1800/2000 Sonata II,Plato,Embragues,,,,0,32.7,36.62,25.51,28.57,37.36,8.97,39.55,11.87,5/1/23,
757,HDK - 175B,,Valeo,Hyundai Acce/ Elantra/ Kia Cerato-Rio R 1.4-1.6 12<,Kit ,Embragues,"215mm, 20d",,,0,97.76,109.49,76.25,85.40,111.68,26.80,118.25,35.48,5/1/23,
758,MB - 03,,Valeo,"Hyundai Accent  Verna 1.5, Elantra 1.6, Kia Rio Swif",Discos,Embragues,"200mm, 20d",,,0,26.09,29.22,20.35,22.79,29.81,7.15,31.56,9.47,5/1/23,
759,SZ - 11,,Valeo,"Hyundai Accent  Verna 1.5, Elantra 1.6, Kia Rio Swif",Discos,Embragues,"200mm, 20d",,,0,27.51,30.81,21.46,24.03,31.43,7.54,33.28,9.98,5/1/23,
760,HD - 83,,Valeo,Hyundai Accent  Verna 1600,Discos,Embragues,"215mm, 20d",,,0,40.95,45.86,31.94,35.77,46.78,11.23,49.53,14.86,5/1/23,
761,HD - 40,,Valeo,"Hyundai Accent / Verna 1,5 / Kia Rio / Swift",Discos,Embragues,,,,0,23.9925,26.87,18.71,20.96,27.41,6.58,29.02,8.71,5/1/23,
762,HDK - 204B,,Valeo,"Hyundai Accent 1,6 / Elantra/ Kia Rio R 1.4-1.6 12<",Kit ,Embragues,"215mm, 20d",,,0,99.21,111.12,77.38,86.67,113.34,27.20,120.00,36.00,5/1/23,
763,HD - 137,,Valeo,Hyundai Accent 1.3 ( Reforz.),Discos,Embragues,"215mm, 20d",,,0,43.71,48.96,34.09,38.19,49.93,11.98,52.87,15.86,5/1/23,
764,HD - 46,,Valeo,"Hyundai Accent 1500, Verna 1500 (Reforz.)",Discos,Embragues,,,,0,26.5965,29.79,20.75,23.23,30.38,7.29,32.17,9.65,5/1/23,
765,HDK - 261B,,Valeo,"Hyundai Accent 2013>, 1.4 Kia Rio GT 2016 >",Kit ,Embragues,"200mm, 20d",,,0,94.5,105.84,73.71,82.56,107.96,25.91,114.31,34.29,5/1/23,
766,HDC - 151,,Valeo,"Hyundai Accent 2013>, 1.4 Kia Rio GT 2016 >",Plato,Embragues,200mm,,,0,43.14,48.32,33.65,37.69,49.28,11.83,52.18,15.65,5/1/23,
767,HD - 191,,Valeo,"Hyundai Accent 2013>, 1.4 Kia Rio GT 2016 >",Discos,Embragues,"200mm, 20d",,,0,36.41,40.78,28.40,31.81,41.59,9.98,44.04,13.21,5/1/23,
768,HDC - 19,,Valeo,"Hyundai Accent Verna 1.5, Elantra 1.6",Plato,Embragues,200mm,,,0,28.04,31.40,21.87,24.50,32.03,7.69,33.92,10.18,5/1/23,
769,HDC - 68,,Valeo,"Hyundai Accent Verna 1.5, Elantra 1.6",Plato,Embragues,,,,0,26.0085,29.13,20.29,22.72,29.71,7.13,31.46,9.44,5/1/23,
770,KMB - 03PS,,Valeo,"Hyundai Accent Verna 1.5, Mitsubishi Lancer G32B",Kit ,Embragues,"200mm, 20d",,,0,75.68,84.76,59.03,66.11,86.46,20.75,91.54,27.46,5/1/23,
771,HD -  65,,Valeo,"Hyundai Atoz , Kia Picanto",Discos,Embragues,"180mm, 24d",,,0,24.73,27.70,19.29,21.60,28.25,6.78,29.91,8.97,5/1/23,
772,HDC - 54,,Valeo,"Hyundai Atoz , Kia Picanto",Plato,Embragues,180mm,,,0,24.96,27.96,19.47,21.81,28.51,6.84,30.19,9.06,5/1/23,
773,HDK - 062B,,Valeo,Hyundai Atoz 98-12/ Kia Picanto 99-10,Kit ,Embragues,"180mm, 24d",,,0,57.42,64.31,44.79,50.16,65.60,15.74,69.46,20.84,5/1/23,
774,HD - 66,,Valeo,"Hyundai Avante, Matrix 1,8",Discos,Embragues,"215mm, 20d",,,0,34.965,39.16,27.27,30.55,39.94,9.59,42.29,12.69,5/1/23,
775,HDC - 37,,Valeo,"Hyundai Avante, Matrix 1.8",Plato,Embragues,215mm,,,0,40.55,45.42,31.63,35.42,46.32,11.12,49.05,14.71,5/1/23,
776,HDK - 264B,,Valeo,Hyundai Creta 1.6 13-15/ New Elantra 2.0,Kit ,Embragues,"225mm, 20d",,,0,120.05,134.46,93.64,104.88,137.15,32.91,145.21,43.56,5/1/23,
777,KIK - 043B,,Valeo,Hyundai Creta 1.6 15>/ Kiat Carens 1.700 15<,Kit ,Embragues,"240mm, 20d",,,0,93.34,104.54,72.81,81.54,106.63,25.59,112.90,33.87,5/1/23,
778,HDC - 140,,Valeo,"Hyundai Elantra , Avante , I30 / 2.0/Creta 1.6",Plato,Embragues,225mm,,,0,78.97,88.45,61.60,68.99,90.22,21.65,95.52,28.66,5/1/23,
779,HD - 167,,Valeo,"Hyundai Elantra , Avante , I30 / 2.0/Creta 1.6",Discos,Embragues,"225mm, 20d",,,0,34.335,38.46,26.78,30.00,39.22,9.41,41.53,12.46,5/1/23,
780,HDC - 133,,Valeo,"Hyundai Elantra / Avante i30  2,0 06",Plato,Embragues,,,,0,65.625,73.50,51.19,57.33,74.97,17.99,79.38,23.81,5/1/23,
781,KMB - 01B,,Valeo,"Hyundai Excel 1.5 , Accent 1.3 /Mitsubishi Lancer",Kit ,Embragues,"184mm, 20d",,,0,64.26,71.97,50.12,56.14,73.41,17.62,77.73,23.32,5/1/23,
