id,codigo,codigo_alterno,marca,aplicacion,linea,familia,aux1,aux2,aux3,stock,precio,precio_iva,precio_22,precio_24,precio_almacen,ganancia1,precio_taller,ganancia2,date_created,date_updated
1073,KTY - 18B,,Valeo,"Toyota Hilux 2.4 4Runner, 22R, Wingle 2.2 4X2",Kit ,Embragues,"236mm, 21d",,,0,106.02,118.74,82.70,92.62,121.12,29.07,128.24,38.47,5/1/23,
1074,TYK - 170B,,Valeo,"Toyota Hilux 2.4 4Runner, 22R, Wingle 2.2 4X2",Kit ,Embragues,,,,0,105.03,117.63,81.92,91.75,119.99,28.80,127.04,38.11,5/1/23,
1075,TYC - 42,,Valeo,Toyota Hilux 2.5,Plato,Embragues,260mm,,,0,87.4755,97.97,68.23,76.42,99.93,23.98,105.81,31.74,5/1/23,
1076,TY - 40,,Valeo,Toyota Hilux 4 runner3RZ,Discos,Embragues,"250mm, 21d",,,0,46.23,51.78,36.06,40.39,52.81,12.68,55.92,16.78,5/1/23,
1077,TYC - 26,,Valeo,Toyota Hilux 4runner/3RZ/ 96/,Plato,Embragues,250mm,,,0,78.44,87.85,61.18,68.53,89.61,21.51,94.88,28.46,5/1/23,
1078,TY - 60,,Valeo,Toyota Hilux Vigo 1KD FTV/Jin Bei 2018 2.5,Discos,Embragues,"260mm, 21d",,,0,49.791,55.77,38.84,43.50,56.88,13.65,60.23,18.07,5/1/23,
1079,TYK - 199B,,Valeo,Toyota Hilux vigo 2.5 Die./Toyota Dina 150/ Hiace,Kit ,Embragues,"260mm, 21d",,,0,164.682,184.44,128.45,143.87,188.13,45.15,199.20,59.76,5/1/23,
1080,TYK - 206B,,Valeo,Toyota Hilux vigo 2.5 Die./Toyota Dina 150/ Hiace,Kit ,Embragues,"260mm, 21d",,,0,184.76,206.93,144.11,161.41,211.07,50.66,223.49,67.05,5/1/23,
1081,TYK - 078B,,Valeo,Toyota Hilux Vigo 2.7 3B/Fortuner/Prado/Grand tiger,Kit ,Embragues,"250mm, 21d",,,0,146.36,163.92,114.16,127.86,167.20,40.13,177.04,53.11,5/1/23,
1082,TY - 41,,Valeo,"Toyota Land Cruiser , 15B",Discos,Embragues,"300mm, 14d",,,0,88.03,98.59,68.66,76.90,100.57,24.14,106.48,31.94,5/1/23,
1083,TY - 26,,Valeo,Toyota Land Cruiser ; 14B,Discos,Embragues,"275mm, 21d",,,0,40.6,45.47,31.67,35.47,46.38,11.13,49.11,14.73,5/1/23,
1084,TY - 33,,Valeo,Toyota Land Cruiser ; 14B,Discos,Embragues,,,,0,56.09,62.82,43.75,49.00,64.08,15.38,67.85,20.35,5/1/23,
1085,TYC -21,,Valeo,Toyota Land Cruiser ; 14B,Plato,Embragues,,,,0,52.479,58.78,40.93,45.85,59.95,14.39,63.48,19.04,5/1/23,
1086,TYC - 30,,Valeo,Toyota Land Cruiser ; 15B,Plato,Embragues,300mm,,,0,117.222,131.29,91.43,102.41,133.91,32.14,141.79,42.54,5/1/23,
1087,TY - 53,,Valeo,Toyota Prado,Discos,Embragues,,,,0,60.69,67.97,47.34,53.02,69.33,16.64,73.41,22.02,5/1/23,
1088,TYC - 19,,Valeo,Toyota Tercel,Plato,Embragues,,,,0,28.182,31.56,21.98,24.62,32.20,7.73,34.09,10.23,5/1/23,
1089,TY - 28,,Valeo,Toyota Tercel 3A/2E/1N/5K,Discos,Embragues,,,,0,18.018,20.18,14.05,15.74,20.58,4.94,21.79,6.54,5/1/23,
1090,TY - 36,,Valeo,Toyota Yaris,Discos,Embragues,,,,0,32.26,36.13,25.16,28.18,36.85,8.84,39.02,11.71,5/1/23,
1091,VWC - 02,,Valeo,"Volkswagen Escarabajo 1.5, 1.6",Plato,Embragues,,,,0,25.5465,28.61,19.93,22.32,29.18,7.00,30.90,9.27,5/1/23,
1092,VWK - 063B,,Valeo,"Volkswagen Escarabajo 1.5, 1.6",Kit ,Embragues,"200mm, 24d",,,0,99.28,111.19,77.44,86.73,113.42,27.22,120.09,36.03,5/1/23,
1093,VW - 11,,Valeo,"Volkswagen Escarabajo 1.5, 1.6,",Discos,Embragues,,,,0,23.079,25.85,18.00,20.16,26.37,6.33,27.92,8.37,5/1/23,
1094,VW - 17,,Valeo,"Volkswagen Gol 1.6, Parati 1.6, Santana",Discos,Embragues,"190mm, 24d",,,0,21.65,24.25,16.89,18.91,24.73,5.94,26.19,7.86,5/1/23,
1095,VWC - 04,,Valeo,"Volkswagen Gol 1.6, Parati 1.6, Santana",Plato,Embragues,190mm,,,0,34.251,38.36,26.72,29.92,39.13,9.39,41.43,12.43,5/1/23,
1096,VWK - 090B,,Valeo,Volkswagen Gol 1.600,Kit ,Embragues,"190mm, 24d",,,0,72.32,81.00,56.41,63.18,82.62,19.83,87.48,26.24,5/1/23,
1097,VWC - 03,,Valeo,"Volkswagen Gol 1.8, Parati 1.8, Santana",Plato,Embragues,,,,0,42.861,48.00,33.43,37.44,48.96,11.75,51.84,15.55,5/1/23,
1098,VW - 18,,Valeo,"Volkswagen Gol 1.8, Parati 1.8, Santana, Saveiro",Discos,Embragues,"210mm, 24d",,,0,37.61,42.12,29.34,32.86,42.97,10.31,45.49,13.65,5/1/23,
1099,VWK - 085B,,Valeo,Volkswagen Gol 1.800,Kit ,Embragues,"210mm, 24d",,,0,85.83,96.13,66.95,74.98,98.05,23.53,103.82,31.15,5/1/23,
1100,VW - 40,,Valeo,"Volkswagen Golf , Jetta 2,0 99/05",Discos,Embragues,"215mm, 28d",,,0,36.96,41.40,28.83,32.29,42.22,10.13,44.71,13.41,5/1/23,
1101,VWC - 19,,Valeo,"Volkswagen Golf , Jetta 2,0 99/05",Plato,Embragues,215mm,,,0,47.0715,52.72,36.72,41.12,53.77,12.91,56.94,17.08,5/1/23,
1102,VWK - 052B,,Valeo,"Volkswagen Golf ,Jetta 1.8 (ctrado 2 pernos)  -93",Kit ,Embragues,"210mm, 24d",,,0,83.88,93.95,65.43,73.28,95.82,23.00,101.46,30.44,5/1/23,
1103,VWK - 103B,,Valeo,Volkswagen Golf 2.0 Jetta 2.0 (95.05) (122),Kit ,Embragues,"215mm, 28d",,,0,118.92,133.19,92.76,103.89,135.85,32.61,143.85,43.15,5/1/23,
1104,VW - 09,,Valeo,Volkswagen Golf Jetta 1.800 (ctrado con 1 perno),Discos,Embragues,"210mm, 24d",,,0,35.97,40.29,28.06,31.42,41.09,9.86,43.51,13.05,5/1/23,
1105,VWC - 18,,Valeo,"Volkswagen Golf, Jetta 1.800 (cent. 1 perno)",Plato,Embragues,210mm,,,0,48.38,54.19,37.74,42.26,55.27,13.26,58.52,17.56,5/1/23,
1106,VWC - 16,,Valeo,"Volkswagen Polo 1.6, 8V",Plato,Embragues,,,,0,55,61.60,42.90,48.05,62.83,15.08,66.53,19.96,5/1/23,
1107,VW - 37,,Valeo,"Volkswagen Polo 1.6, 8V,",Discos,Embragues,"200mm, 28d",,,0,27.867,31.21,21.74,24.34,31.84,7.64,33.71,10.11,5/1/23,
1108,VWK - 102B,,Valeo,"Volkswagen Polo Classic 1.6, 1.8, 8V,",Kit ,Embragues,"225mm, 28d",,,0,124.782,139.76,97.33,109.01,142.55,34.21,150.94,45.28,5/1/23,
1109,YB005,,NWO,Actuador Hid. Ford F150-250-350-Ran. Aeros. 86-92 Exp. 91-92,Actuador,,,,,0,39.85,44.63,31.08,34.81,45.52,10.93,48.20,14.46,5/1/23,
1110,YB007,,NWO,Actuador Hid. Ford Ranger-Explorer 2.3-3.0-4.0-4.2-4.6 00-01,Actuador,,,,,0,39.85,44.63,31.08,34.81,45.52,10.93,48.20,14.46,5/1/23,
1111,YB008-1,,NWO,Actuador Hidr. Chev. D-max S10 4X2 2.4 2012<2016,Actuador,,,,,0,37.5,42.00,29.25,32.76,42.84,10.28,45.36,13.61,5/1/23,
1112,YB011-2,,NWO,Actuador Hid. Chev. Astra - Vectra,Actuador,,,,,0,29.85,33.43,23.28,26.08,34.10,8.18,36.11,10.83,5/1/23,
1113,YB012-1,,NWO,"Actuador Hid. Chev. Optra 1,8L, Tracker 1.8L",Actuador,,,,,0,28.5,31.92,22.23,24.90,32.56,7.81,34.47,10.34,5/1/23,
1114,YB022A,,NWO,Actuador Hid. Mits. ASX / Citroen / Peugeot,Actuador,,,,,0,32.5,36.40,25.35,28.39,37.13,8.91,39.31,11.79,5/1/23,
1115,YB026,,NWO,Actuador Hid. Chev. Corsa Evolution 1.4-1.8 (Plug),Actuador,,,,,0,29.55,33.10,23.05,25.81,33.76,8.10,35.74,10.72,5/1/23,
1116,YB029,,NWO,Actuador Hid. Niss. Tiida Versa Quahqai 1.6L/ Duster,Actuador,,,,,0,35,39.20,27.30,30.58,39.98,9.60,42.34,12.70,5/1/23,
1117,YB029-2,,NWO,Act. Hid. Nissan Sport SE - Qashqai  2.0/ Tiida 1.8/ X-Trail,Actuador,,,,,0,36.5,40.88,28.47,31.89,41.70,10.01,44.15,13.25,5/1/23,
1118,YB036,,NWO,Actuador Hid. Hyun Tucson Ix35 10/ Santa fe 2.7-2.4,Actuador,,,,,0,38.75,43.40,30.23,33.85,44.27,10.62,46.87,14.06,5/1/23,
1119,YB038,,NWO,Actuador Hid. Great Wall H6 2.0 (Turbo)(Can),Actuador,,,,,0,30.25,33.88,23.60,26.43,34.56,8.29,36.59,10.98,5/1/23,
1120,YB065,,NWO,Actuador Hid. Chev. Grand Vitara SZ 2.0L-2.4L,Actuador,,,,,0,22.18,24.84,17.30,19.38,25.34,6.08,26.83,8.05,5/1/23,
1121,YB075,,NWO,Actuador Hidraulico Mitsubishi Fuso Canter,Actuador,,,,,0,78.24,87.63,61.03,68.35,89.38,21.45,94.64,28.39,5/1/23,
1122,BR319,,NWO,"Ruliman Emb. Chev Suzuki Forsa I II, Esteem, Spark",Rulimanes,,,,,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5/1/23,
1123,CB130,,NWO,Ruliman Emb. Nissan Sentra/Saloon B13-B14 1.5-1.6 86-00,Rulimanes,,,,,0,8.99,10.07,7.01,7.85,10.27,2.46,10.87,3.26,5/1/23,
1124,CB165,,NWO,"Ruliman Emb. Chev Luv, Trooper 1.6-1.8-2.0",Rulimanes,,,,,0,5.98,6.70,4.66,5.22,6.83,1.64,7.23,2.17,5/1/23,
1125,CB190,,NWO,"Ruliman Emb. Nissan 1.2-1.5-1.8, Pathfinder KA24",Rulimanes,,,,,0,6.15,6.89,4.80,5.37,7.03,1.69,7.44,2.23,5/1/23,
1126,CB205-1,,NWO,"Ruliman Emb. Renault Logan 1.6, Sandero,Clio II,Symbol",Rulimanes,,,,,0,7.95,8.90,6.20,6.95,9.08,2.18,9.62,2.88,5/1/23,
1127,CB205-5,,NWO,"Ruliman Emb. Chev Suzuki Forsa I , II ,Spark , Steem",Rulimanes,,,,,0,7.65,8.57,5.97,6.68,8.74,2.10,9.25,2.78,5/1/23,
1128,CB235,,NWO,"Ruliman Emb. Nissan 2400, Frontier old",Rulimanes,,,,,0,9.35,10.47,7.29,8.17,10.68,2.56,11.31,3.39,5/1/23,
1129,CB270,,NWO,Ruliman Emb. Mazda B2.0-2.2-2.6 (B-Redonda),Rulimanes,,,,,0,9.62,10.77,7.50,8.40,10.99,2.64,11.64,3.49,5/1/23,
1130,CB272,,NWO,Ruliman Emb. Hino FF1J / GD / GH / FG / AK,Rulimanes,,,,,0,18.42,20.63,14.37,16.09,21.04,5.05,22.28,6.68,5/1/23,
1131,CB281A,,NWO,Ruliman Emb. Chev. N200/N300 1.2/ Chev.Sail 1.4,Rulimanes,,,,,0,7.72,8.65,6.02,6.74,8.82,2.12,9.34,2.80,5/1/23,
1132,CB301,,NWO,"Ruliman Emb. Toyo. Sto. 2.2, HiLux 2.7, 3Y,4Y,22R, Wing. 2.2",Rulimanes,,,,,0,9.72,10.89,7.58,8.49,11.10,2.66,11.76,3.53,5/1/23,
1133,CB306,,NWO,"Ruliman Emb. Peugeot 206 1.4 - 1.6, Tata Indica",Rulimanes,,,,,0,7.11,7.96,5.55,6.21,8.12,1.95,8.60,2.58,5/1/23,
1134,CB316-1,,NWO,"Ruliman Emb. Toyota Corolla, Tercel 1.3",Rulimanes,,,,,0,9.55,10.70,7.45,8.34,10.91,2.62,11.55,3.47,5/1/23,
1135,CB319,,NWO,"Ruliman Emb. Chev Suzuki Forsa I II, Esteem, Spark",Rulimanes,,,,,0,8.12,9.09,6.33,7.09,9.28,2.23,9.82,2.95,5/1/23,
1136,CB3204,,NWO,"Ruliman Emb. Chev Luv 2.2, D-max 2.5",Rulimanes,,,,,0,9.78,10.95,7.63,8.54,11.17,2.68,11.83,3.55,5/1/23,
1137,CB3214,,NWO,"Ruliman Emb. Chev Luv, Trooper 2.3",Rulimanes,,,,,0,7.18,8.04,5.60,6.27,8.20,1.97,8.68,2.61,5/1/23,
1138,CB3225,,NWO,"Ruliman Emb. Chev Luv 2.8, D-max 2.4-3.0",Rulimanes,,,,,0,10.08,11.29,7.86,8.81,11.52,2.76,12.19,3.66,5/1/23,
1139,CB3325,,NWO,"Ruliman Emb. Chev Suzuki Vitara 3P-5P, Swift/ Super Carry",Rulimanes,,,,,0,9.25,10.36,7.22,8.08,10.57,2.54,11.19,3.36,5/1/23,
1140,CB3325-65,,NWO,Ruliman Emb. Mazda 323 1.3 85-,Rulimanes,,,,,0,10.75,12.04,8.39,9.39,12.28,2.95,13.00,3.90,5/1/23,
1141,CB3336,,NWO,"Ruliman Emb. Hyundai Excel 1.5, Accent 1.3,  Pony",Rulimanes,,,,,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5/1/23,
1142,CB336,,NWO,Ruliman Emb. Hyundai Excel 1.5/ Accent 1.3/ Pony,Rulimanes,,,,,0,8.9,9.97,6.94,7.78,10.17,2.44,10.77,3.23,5/1/23,
1143,CB336-1,,NWO,Ruliman Emb. Hyun Accent/ Verna 1.5-1.6/ Mazda 2,Rulimanes,,,,,0,8.52,9.54,6.65,7.44,9.73,2.34,10.31,3.09,5/1/23,
1144,CB336-1A,,NWO,"Ruliman Emb. Hyun Tucson IX, Creta, Elantra/ Rio R",Rulimanes,,,,,0,8.9,9.97,6.94,7.78,10.17,2.44,10.77,3.23,5/1/23,
1145,CB336-2,,NWO,"Ruliman Emb. Hyun Tucson IX, Creta, Elantra/ Rio R",Rulimanes,,,,,0,8.9,9.97,6.94,7.78,10.17,2.44,10.77,3.23,5/1/23,
1146,CB341,,NWO,Ruliman Emb. Toy. Prad 2.7-Fort. 2.7-Gra.tiger 2.7-Hilux 2.4,Rulimanes,,,,,0,10.55,11.82,8.23,9.22,12.05,2.89,12.76,3.83,5/1/23,
1147,CB345A,,NWO,"Ruliman Emb. Mits. L200, Montero 2.6 4x4 (Bajo)",Rulimanes,,,,,0,9.92,11.11,7.74,8.67,11.33,2.72,12.00,3.60,5/1/23,
1148,CB345A1,,NWO,"Ruliman Emb. Mits. L200 4*4, Mit. Montero 2.6 4x4",Rulimanes,,,,,0,9.55,10.70,7.45,8.34,10.91,2.62,11.55,3.47,5/1/23,
1149,CB3625,,NWO,Ruliman Emb. Mazda BT50 2.2-2.6 (2.5 Dies.)(B-Cuad),Rulimanes,,,,,0,9.75,10.92,7.61,8.52,11.14,2.67,11.79,3.54,5/1/23,
1150,CB380-1,,NWO,Ruliman Emb. Toyota Hilux 2.5 Diesel,Rulimanes,,,,,0,10.85,12.15,8.46,9.48,12.40,2.97,13.12,3.94,5/1/23,
1151,CB3805,,NWO,"Ruliman Emb. Daewoo Racer, Cielo, Lanos,Espero",Rulimanes,,,,,0,8.36,9.36,6.52,7.30,9.55,2.29,10.11,3.03,5/1/23,
1152,CB400,,NWO,Ruliman Emb. Mits Montero L200 4x2/ Haval H5 (Alto),Rulimanes,,,,,0,9.45,10.58,7.37,8.26,10.80,2.59,11.43,3.43,5/1/23,
1153,CB4154,,NWO,"Ruliman Emb. Chev D-max 3.5, Rodeo 3.2, Trooper Wagon 3.2",Rulimanes,,,,,0,12.95,14.50,10.10,11.31,14.79,3.55,15.66,4.70,5/1/23,
1154,CB423-1,,NWO,Ruliman Emb. Chev Isuzu NHR,Rulimanes,,,,,0,11.75,13.16,9.17,10.26,13.42,3.22,14.21,4.26,5/1/23,
1155,CB505-2,,NWO,Ruliman Emb. Toyota Hilux 2.5 Diesel,Rulimanes,,,,,0,12.55,14.06,9.79,10.96,14.34,3.44,15.18,4.55,5/1/23,
1156,HLD3255-95,,NWO,Ruliman Emb. Chev Suzuki Grand Vitara 3P - 5P,Rulimanes,,,,,0,10.75,12.04,8.39,9.39,12.28,2.95,13.00,3.90,5/1/23,
1157,HLD3255A,,NWO,"Ruliman Emb. Chev Isuzu D-max 2.4 , 2.8 3.0 01-2013",Rulimanes,,,,,0,10.08,11.29,7.86,8.81,11.52,2.76,12.19,3.66,5/1/23,
